1,2,3,4,5
0.0,0.0,0.0,0.0,0.0
0.9421156024904115,0.9027845627747924,0.8431643609225749,0.7954349385192654,0.7349728195906828
0.9600972881954911,0.9005186624951927,0.8540261306114812,0.7945306572150215,0.7403673253022066
0.9416894469332391,0.8965377459489237,0.8378010373249903,0.7843652880707626,0.7229780997619766
0.9551497261170993,0.8969223253541768,0.8430084503528776,0.7824008148925776,0.7079898969950836
0.9420844203764721,0.8898024093380037,0.8297872340425532,0.7567275410824351,0.6970345809643589
0.9473749857081978,0.8874637507925454,0.8137700215156586,0.7539315448658649,0.6907150058726315
0.9403174339199035,0.8667068569468552,0.806847592221102,0.7433192320884741,0.6899146649481858
0.9263894230269517,0.8663326715795819,0.8023365797378623,0.7486305854961594,0.684395430780904
0.9392468480079826,0.8749077529129291,0.8207340269621345,0.7557608955503123,0.6923988400253615
0.9349125341703999,0.8812169339666767,0.8158384350736417,0.7525907139664688,0.7031358812585101
0.9450467212007193,0.8781091166107121,0.813634899021921,0.7635148478832542,0.6909956448980864
0.9327193921566589,0.8675799561371598,0.8170441434793003,0.7418952488852394,0.6743755781683626
0.9337587959546404,0.882828009853548,0.8040204138905923,0.7360953756925028,0.6975958590152689
0.9476972008855721,0.8639524368822044,0.7968797097984596,0.7584633454250642,0.7218451496221767
0.9104449687659159,0.8466047874938935,0.8085626084877714,0.771663773659429,0.7315116049434045
0.9249238636717979,0.8795330998139467,0.8374892161855959,0.7906952572004698,0.7506886050161627
0.9529669781413381,0.9090001974867216,0.8591192092215905,0.8151836106809134,0.7678803438347763
0.9554199711045744,0.9061106549283331,0.8601482189815921,0.811275452400503,0.761727073350726
0.9493186708104231,0.9015892484071136,0.8510118595973349,0.8014946626614974,0.7447016391397894
0.9507114718997183,0.8991986196717563,0.8495047240902618,0.7933145547713831,0.7389329480609922
0.9487366046835535,0.8989491627602407,0.8417403777193402,0.7869949796796557,0.7552100115373822
0.9491939423546654,0.8914238792628548,0.8358677462607448,0.8041243542703905,0.7766529118897401
0.9416686588572795,0.8845534201581973,0.8527164818260246,0.8246629733185045,0.7900820089596607
0.941751811161118,0.909260048436217,0.880187924206675,0.845056075834901,0.8004240767495765
0.9658555852363084,0.9358791797025227,0.8990842852539783,0.8534544585225915,0.8139259320853558
0.9702314752258104,0.9326986040806993,0.8860917377792098,0.8460642975189432,0.807013896828779
0.9630180128678191,0.9158082923635003,0.8751883919383842,0.8360236568304421,0.8022118512821046
0.9525200345082061,0.9120872267667266,0.8726522466713094,0.8388092590090325,0.8097371347794905
0.9588707917138729,0.9192383248968392,0.8854473074244613,0.8560113918656259,0.8229375630138552
0.9601492583853901,0.9266180918625077,0.8971094180378135,0.8640044070721035,0.8397966926171149
0.965543764096914,0.93658597428515,0.9021713145339834,0.8769449843569729,0.8326455944870023
0.9695662567951023,0.934174557473833,0.9076593665873255,0.8624660894510908,0.8203078714049621
0.9630284069057988,0.9332494880936295,0.889334677628912,0.8477585257096529,0.8038437152449355
0.9597334968661976,0.9180949807190596,0.8778804477751562,0.8347659782348845,0.7907368333523891
0.9496097038738579,0.9048737644087351,0.858921722499974,0.8126578594518185,0.7627145069588084
0.9525408225841657,0.9039902711804509,0.855107110561382,0.8031161325863485,0.7521437703333368
0.9498487667473937,0.8998222619505452,0.8463449365443981,0.7935847997588583,0.7488072841418163
0.949214730430625,0.8947707594923552,0.8410335831367128,0.7955908490889626,0.74579301312767
0.9443295325801121,0.8890956147553764,0.8426862351755033,0.7916722967705724,0.7458657713935287
0.9438098306811213,0.8961947426955899,0.8441725826066169,0.7971811368998742,0.7603862424513299
0.9511480214948705,0.898710099886705,0.8513236807367294,0.8135101705661633,0.7812055005248989
0.9460029726948622,0.8974628153291272,0.8594518184369445,0.8260973505597189,0.794270806265526
0.9501501938488083,0.9122223492604642,0.8776621729775801,0.8448481950753048,0.8133646540344458
0.9598894074358948,0.9245081021526053,0.8923385546050785,0.8602521593613903,0.8165452296562692
0.9630803770956979,0.9303911276491804,0.8983670966333711,0.8528827864337016,0.8117016079576754
0.9654398237171159,0.9295284224968559,0.8832021952208213,0.8409400367948945,0.8056938540053425
0.9618019104241807,0.914872828945317,0.8720286043925205,0.8368032096789282,0.8151108524150548
0.9517612697356796,0.9092912305501565,0.873348647215957,0.8513340747747092,0.8412830400482283
0.9564697689405357,0.9204232452265381,0.8983047324054922,0.8878275421218389,0.8928686505420491
0.963974264361962,0.9415439304015217,0.9313681672192831,0.9332390940556496,0.93153447182696
0.9779646394827927,0.9668222307684312,0.9571141992952842,0.9525720046981052,0.950898564583355
0.990011329501398,0.9590578843975096,0.955274454572857,0.9571453814092237,0.9496304919498176
0.9487573927595131,0.9428535791869783,0.9448180523651634,0.9445478073776882,0.9230009666455321
0.9811452151046159,0.9757714974690518,0.9626542215385255,0.9336028853849432,0.9086675882713675
0.995177166377366,0.9780477917866311,0.947198287062541,0.919809996985729,0.8871207475392116
0.9832759928904781,0.9523433358625493,0.9248822875198786,0.8920163394277043,0.8604496460830068
0.9689945847062125,0.9412944734900062,0.9082934029040942,0.8762381897743454,0.8406074275795403
0.9714060015175295,0.9377501065388892,0.9041046055982288,0.8663742477315012,0.8226985001403195
0.9661674063757029,0.93209574987787,0.8938872662640709,0.8493384194825848,0.8027003710671559
0.9659491315781268,0.9265661216726085,0.8805309274600089,0.8341111538421562,0.797139560747955
0.9609599933478157,0.9143947031982455,0.868234780529888,0.8308993961063934,0.8044569634857446
0.9536425906100261,0.9066407508653037,0.868910392998576,0.8424055961500483,0.8212953050130445
0.9522186074067914,0.914030911868952,0.8870999594632519,0.8658129696805912,0.848371773950462
0.9609703873857955,0.9344863786132275,0.9126381107796568,0.8950929746697295,0.874803812533131
0.9726324979991476,0.951231173798709,0.9333534284734276,0.9131058424887485,0.8930661372636656
0.9788065565591577,0.9607521125882194,0.9402758577679843,0.920371275036639,0.909706992069349
0.9819975262189609,0.9616356058165036,0.9415543244395015,0.9317215645105967,0.9517300876217402
0.9800434470787557,0.9601180762714507,0.9494433992661809,0.9691608893138896,0.9790352253947135
0.9792846823062291,0.9691193131619703,0.9838684530553274,0.9687867039466163,0.9234271222027045
0.9893565051086697,0.9825691983078506,0.9530813125591161,0.9055493768774231,0.8576328617904769
0.9796484736355227,0.9486950285316342,0.9001548711658992,0.8514484091924872,0.7957467596586598
0.9685788231870199,0.9182197091748173,0.8682451745678679,0.8121485515908076,0.7569977860699103
0.9488301510253718,0.8975355735949859,0.8406697918074193,0.7846771092101571,0.7246827219906662
0.9487054225696141,0.8918916109719465,0.8356494714631687,0.7754991736739806,0.7257117317506678
0.9433732810859691,0.886871290627696,0.8276876383706306,0.777609163383883,0.7369580808448274
0.9439345591368791,0.8835140163602158,0.8331445083100334,0.7919425417580476,0.7547526738662703
0.9397145797170743,0.8893762537808313,0.847976800507229,0.8105062935899968,0.7735450945337754
0.949214730430625,0.9075866083214668,0.8699497967965575,0.8330197798542756,0.7882318701992537
0.9578729640678108,0.9202881227328005,0.8831918011828416,0.8376035506033739,0.7908303796942074
0.9627165857664044,0.9231880593291688,0.8785768483198038,0.830026296916089,0.7919113596441082
0.9616252117785239,0.9158394744774397,0.8671330125040277,0.8275940920288123,0.7930858859358272
0.9528734317995198,0.9043956386616636,0.865262085667661,0.8293402904094211,0.7955596669750231
0.9502541342286065,0.9109542766269267,0.8748973588749493,0.8402956064401459,0.809092704424742
0.9608768410439772,0.9233855460507853,0.8878379361598188,0.8556579945743121,0.8444947977839911
0.9628413142221621,0.9274911910528121,0.8936378093525553,0.8779012358511158,0.8408464904530761
0.9637144134124667,0.9286761113825109,0.9054350424596451,0.8601378249436124,0.8150796703011153
0.9639950524379216,0.932885696764336,0.8786600006236422,0.8222411624692076,0.7574759118169818
0.9611782681453918,0.9007473313307487,0.8357222297290274,0.7670696088723509,0.7051211425126548
0.937427891361515,0.8692845783658494,0.7998939808126059,0.7374777827438181,0.6786371337400867
0.9279797108378633,0.8555956303464333,0.7903106777952167,0.7297446184868359,0.6548036046523714
0.9259424793938197,0.8591296032595703,0.7964535542412872,0.7188932428359093,0.6553337005893419
0.9321789021817086,0.868629753973121,0.7894375786049123,0.7242565664334938,0.6776393060940245
0.9358479975885832,0.8557723289920901,0.7891361515034976,0.7409909675809956,0.7234978016609672
0.9191239904790612,0.8512613165088505,0.8017025434210937,0.7825671195002547,0.7874834994647071
0.9308796474342317,0.8794915236620274,0.8575289214106788,0.8536935213961272,
0.9477387770374913,0.9227099335820973,0.9068382375869202,,
0.9713852134415699,0.9399952187425293,,,
0.9613029966011496,,,,
